LAXVEN speed Recorder File: 00022757000.ShortTerm Internal
Data Displayed     From     .86  -  1667Km    TO   19/03/25 07:18:36-127Km
0-Mem freez,1-PowerOn,2-DownLoad,3-MemErase,4-No CFCard,5-ExtMemFail,7-Sensor1Fail,8-Sensor2Fail
,9-ZeroSpeed,A-No Indi/Rec ,B-No Mem ,C-MemFull,D-110% Relay,E-105% Relay,F-OverSpeed,G-<3 Relay,H-CF Inserted,X-Unused
  Time	Distance	Speed	DB	DB	Coas	Coas	EventGn	RunE	StpE	TotE	CumEnry	Curr	Vol	 PF 
 19/03/25 18:29:05	7846.014	28	----	----	0.74	62	---------	24275.2	318.2	24593.4	119573.4	4	28.7	0.47
 19/03/25 18:29:06	7846.022	28	----	----	0.75	63	---------	24275.2	318.2	24593.4	119573.4	4	28.8	0.46
 19/03/25 18:29:07	7846.03	28	----	----	0.76	64	---------	24275.2	318.2	24593.4	119573.4	4	28.9	0.46
 19/03/25 18:29:08	7846.037	28	----	----	0.76	65	---------	24275.2	318.2	24593.4	119573.4	4	29	0.47
 19/03/25 18:29:09	7846.045	28	----	----	0.77	66	---------	24275.2	318.2	24593.4	119573.4	4	29.1	0.45
 19/03/25 18:29:10	7846.053	28	----	----	0.78	67	---------	24275.2	318.2	24593.4	119573.4	4	29.1	0.47
 19/03/25 18:29:11	7846.061	28	----	----	0.79	68	---------	24275.2	318.2	24593.4	119573.4	4	29.2	0.45
 19/03/25 18:29:12	7846.069	27	----	----	0.8	69	---------	24275.3	318.2	24593.5	119573.5	4	29	0.46
 19/03/25 18:29:13	7846.077	27	----	----	0.8	70	---------	24275.3	318.2	24593.5	119573.5	4	29.1	0.45
 19/03/25 18:29:14	7846.084	27	----	----	0.81	71	---------	24275.3	318.2	24593.5	119573.5	4	29.1	0.45
 19/03/25 18:29:15	7846.092	26	----	----	0.82	72	---------	24275.3	318.2	24593.5	119573.5	4	29.1	0.47
 19/03/25 18:29:16	7846.099	26	----	----	0.83	73	---------	24275.3	318.2	24593.5	119573.5	4	29.1	0.45
 19/03/25 18:29:17	7846.106	25	----	----	0.83	74	---------	24275.3	318.2	24593.5	119573.5	4	29.1	0.45
 19/03/25 18:29:18	7846.113	25	----	----	0.84	75	---------	24275.3	318.2	24593.5	119573.5	4	28.8	0.47
 19/03/25 18:29:19	7846.12	24	----	----	0.85	76	---------	24275.4	318.2	24593.6	119573.6	4	28.8	0.46
 19/03/25 18:29:20	7846.127	23	----	----	0.85	77	---------	24275.4	318.2	24593.6	119573.6	4	28.8	0.47
 19/03/25 18:29:21	7846.133	23	----	----	0.86	78	---------	24275.4	318.2	24593.6	119573.6	4	28.8	0.46
 19/03/25 18:29:22	7846.139	22	----	----	0.87	79	---------	24275.4	318.2	24593.6	119573.6	4	28.8	0.47
 19/03/25 18:29:23	7846.145	21	----	----	0.87	80	---------	24275.4	318.2	24593.6	119573.6	4	28.8	0.46
 19/03/25 18:29:24	7846.151	21	----	----	0.88	81	---------	24275.4	318.2	24593.6	119573.6	4	28.9	0.47
 19/03/25 18:29:25	7846.157	21	----	----	0.88	82	---------	24275.4	318.2	24593.6	119573.6	4	28.9	0.46
 19/03/25 18:29:26	7846.163	21	----	----	0.89	83	---------	24275.5	318.2	24593.7	119573.7	4	28.8	0.46
 19/03/25 18:29:27	7846.169	20	----	----	0.9	84	---------	24275.5	318.2	24593.7	119573.7	4	28.6	0.45
 19/03/25 18:29:28	7846.175	20	----	----	0.9	85	---------	24275.5	318.2	24593.7	119573.7	4	28.6	0.47
 19/03/25 18:29:29	7846.18	20	----	----	0.91	86	---------	24275.5	318.2	24593.7	119573.7	4	28.7	0.46
 19/03/25 18:29:30	7846.186	20	----	----	0.91	87	---------	24275.5	318.2	24593.7	119573.7	4	28.7	0.46
 19/03/25 18:29:31	7846.192	20	----	----	0.92	88	---------	24275.5	318.2	24593.7	119573.7	5	28.7	0.47
 19/03/25 18:29:32	7846.197	20	----	----	0.92	89	---------	24275.6	318.2	24593.8	119573.8	5	28.8	0.48
 19/03/25 18:29:33	7846.203	20	----	----	0.93	90	---------	24275.6	318.2	24593.8	119573.8	5	28.8	0.5
 19/03/25 18:29:34	7846.209	20	----	----	0.94	91	---------	24275.6	318.2	24593.8	119573.8	5	28.9	0.49
 19/03/25 18:29:35	7846.214	20	----	----	0.94	92	---------	24275.6	318.2	24593.8	119573.8	5	28.9	0.49
 19/03/25 18:29:36	7846.22	20	----	----	0.95	93	---------	24275.6	318.2	24593.8	119573.8	5	28.6	0.47
 19/03/25 18:29:37	7846.225	19	----	----	0.95	94	---------	24275.7	318.2	24593.9	119573.9	5	28.6	0.5
 19/03/25 18:29:38	7846.231	20	----	----	0.96	95	---------	24275.7	318.2	24593.9	119573.9	5	28.6	0.52
 19/03/25 18:29:39	7846.237	20	----	----	0.96	96	---------	24275.7	318.2	24593.9	119573.9	5	28.6	0.51
 19/03/25 18:29:40	7846.242	19	----	----	0.97	97	---------	24275.7	318.2	24593.9	119573.9	5	28.6	0.53
 19/03/25 18:29:41	7846.248	20	----	----	0.97	98	---------	24275.7	318.2	24593.9	119573.9	6	28.6	0.51
 19/03/25 18:29:42	7846.253	19	----	----	0.98	99	---------	24275.8	318.2	24594	119574	5	28.6	0.52
 19/03/25 18:29:43	7846.259	20	----	----	0.99	100	---------	24275.8	318.2	24594	119574	6	28.6	0.53
 19/03/25 18:29:44	7846.265	19	----	----	0.99	101	---------	24275.8	318.2	24594	119574	5	28.4	0.5
 19/03/25 18:29:45	7846.27	19	----	----	1	102	---------	24275.8	318.2	24594	119574	5	28.5	0.54
 19/03/25 18:29:46	7846.276	20	----	----	1	103	---------	24275.9	318.2	24594.1	119574.1	6	28.5	0.53
 19/03/25 18:29:47	7846.281	19	----	----	1.01	104	---------	24275.9	318.2	24594.1	119574.1	5	28.6	0.52
 19/03/25 18:29:48	7846.287	19	----	----	1.01	105	---------	24275.9	318.2	24594.1	119574.1	5	28.6	0.55
 19/03/25 18:29:49	7846.292	19	----	----	1.02	106	---------	24275.9	318.2	24594.1	119574.1	6	28.7	0.52
 19/03/25 18:29:50	7846.298	19	----	----	1.02	107	---------	24275.9	318.2	24594.1	119574.1	5	28.7	0.52
 19/03/25 18:29:51	7846.303	19	----	----	1.03	108	---------	24276	318.2	24594.2	119574.2	6	28.7	0.55
 19/03/25 18:29:52	7846.309	19	----	----	1.04	109	---------	24276	318.2	24594.2	119574.2	6	28.7	0.51
 19/03/25 18:29:53	7846.314	19	----	----	1.04	110	---------	24276	318.2	24594.2	119574.2	5	28.6	0.54
 19/03/25 18:29:54	7846.319	18	----	----	1.05	111	---------	24276	318.2	24594.2	119574.2	6	28.3	0.54
 19/03/25 18:29:55	7846.324	18	----	----	1.05	112	---------	24276.1	318.2	24594.3	119574.3	5	28.3	0.51
 19/03/25 18:29:56	7846.329	17	----	----	1.06	113	---------	24276.1	318.2	24594.3	119574.3	5	28.3	0.55
 19/03/25 18:29:57	7846.334	17	----	----	1.06	114	---------	24276.1	318.2	24594.3	119574.3	6	28.4	0.52
 19/03/25 18:29:58	7846.338	16	----	----	1.06	115	---------	24276.1	318.2	24594.3	119574.3	5	28.3	0.52
 19/03/25 18:29:59	7846.343	16	----	----	1.07	116	---------	24276.1	318.2	24594.3	119574.3	5	28.2	0.55
 19/03/25 18:30:00	7846.347	15	----	----	1.07	117	---------	24276.2	318.2	24594.4	119574.4	6	28.3	0.53
 19/03/25 18:30:01	7846.352	15	----	----	1.08	118	---------	24276.2	318.2	24594.4	119574.4	5	28.3	0.54
 19/03/25 18:30:02	7846.356	14	----	----	1.08	119	---------	24276.2	318.2	24594.4	119574.4	5	28.3	0.53
 19/03/25 18:30:03	7846.36	14	----	----	1.09	120	---------	24276.2	318.2	24594.4	119574.4	6	28.3	0.53
 19/03/25 18:30:04	7846.364	13	----	----	1.09	121	---------	24276.3	318.2	24594.5	119574.5	5	28.3	0.54
 19/03/25 18:30:05	7846.367	13	----	----	1.09	122	---------	24276.3	318.2	24594.5	119574.5	6	28.2	0.52
 19/03/25 18:30:06	7846.371	12	----	----	1.1	123	---------	24276.3	318.2	24594.5	119574.5	5	28	0.55
 19/03/25 18:30:07	7846.374	12	----	----	1.1	124	---------	24276.3	318.2	24594.5	119574.5	5	27.9	0.56
 19/03/25 18:30:08	7846.377	11	----	----	1.1	125	---------	24276.3	318.2	24594.5	119574.5	6	28	0.53
 19/03/25 18:30:09	7846.381	11	----	----	1.11	126	---------	24276.4	318.2	24594.6	119574.6	5	28	0.55
 19/03/25 18:30:10	7846.384	10	----	----	1.11	127	---------	24276.4	318.2	24594.6	119574.6	5	27.9	0.54
 19/03/25 18:30:11	7846.387	10	----	----	1.11	128	---------	24276.4	318.2	24594.6	119574.6	6	27.7	0.54
 19/03/25 18:30:12	7846.389	10	----	----	1.12	129	---------	24276.4	318.2	24594.6	119574.6	5	27.8	0.57
 19/03/25 18:30:13	7846.392	10	----	----	1.12	130	---------	24276.5	318.2	24594.7	119574.7	5	27.9	0.54
 19/03/25 18:30:14	7846.395	10	----	----	1.12	131	---------	24276.5	318.2	24594.7	119574.7	4	28	0.49
 19/03/25 18:30:15	7846.398	10	----	----	1.12	132	---------	24276.5	318.2	24594.7	119574.7	4	28.1	0.5
 19/03/25 18:30:16	7846.401	10	----	----	1.13	133	---------	24276.5	318.2	24594.7	119574.7	4	28.1	0.49
 19/03/25 18:30:17	7846.404	10	----	----	1.13	134	---------	24276.5	318.2	24594.7	119574.7	4	28.1	0.49
 19/03/25 18:30:18	7846.406	10	----	----	1.13	135	---------	24276.5	318.2	24594.7	119574.7	4	28.1	0.49
 19/03/25 18:30:19	7846.409	10	----	----	1.14	136	---------	24276.5	318.2	24594.7	119574.7	4	27.9	0.5
 19/03/25 18:30:20	7846.412	10	----	----	1.14	137	---------	24276.6	318.2	24594.8	119574.8	4	27.9	0.49
 19/03/25 18:30:21	7846.415	10	----	----	1.14	138	---------	24276.6	318.2	24594.8	119574.8	4	27.9	0.49
 19/03/25 18:30:22	7846.417	9	----	----	1.14	139	---------	24276.6	318.2	24594.8	119574.8	4	28	0.5
 19/03/25 18:30:23	7846.42	10	----	----	1.15	140	---------	24276.6	318.2	24594.8	119574.8	4	28	0.48
 19/03/25 18:30:24	7846.423	9	----	----	1.15	141	---------	24276.6	318.2	24594.8	119574.8	4	28.1	0.49
 19/03/25 18:30:25	7846.426	10	----	----	1.15	142	---------	24276.6	318.2	24594.8	119574.8	4	28.1	0.49
 19/03/25 18:30:26	7846.429	9	----	----	1.16	143	---------	24276.7	318.2	24594.9	119574.9	4	28.2	0.48
 19/03/25 18:30:27	7846.431	10	----	----	1.16	144	---------	24276.7	318.2	24594.9	119574.9	4	28.2	0.49
 19/03/25 18:30:28	7846.434	9	----	----	1.16	145	---------	24276.7	318.2	24594.9	119574.9	4	28.3	0.49
 19/03/25 18:30:29	7846.437	9	----	----	1.16	146	---------	24276.7	318.2	24594.9	119574.9	4	28.3	0.48
 19/03/25 18:30:30	7846.439	9	----	----	1.17	147	---------	24276.7	318.2	24594.9	119574.9	4	28.4	0.48
 19/03/25 18:30:31	7846.442	9	----	----	1.17	148	---------	24276.7	318.2	24594.9	119574.9	4	28.3	0.49
 19/03/25 18:30:32	7846.445	9	----	----	1.17	149	---------	24276.7	318.2	24594.9	119574.9	4	28.3	0.48
 19/03/25 18:30:33	7846.448	9	----	----	1.18	150	---------	24276.8	318.2	24595	119575	4	28.3	0.48
 19/03/25 18:30:34	7846.45	9	----	----	1.18	151	---------	24276.8	318.2	24595	119575	4	28.3	0.49
 19/03/25 18:30:35	7846.453	9	----	----	1.18	152	---------	24276.8	318.2	24595	119575	4	28.2	0.48
 19/03/25 18:30:36	7846.456	9	----	----	1.18	153	---------	24276.8	318.2	24595	119575	4	28.2	0.49
 19/03/25 18:30:37	7846.458	9	----	----	1.18	154	---------	24276.8	318.2	24595	119575	4	28.2	0.48
 19/03/25 18:30:38	7846.461	9	----	----	1.19	155	---------	24276.8	318.2	24595	119575	4	28.2	0.48
 19/03/25 18:30:39	7846.463	9	----	----	1.19	156	---------	24276.9	318.2	24595.1	119575.1	4	28.2	0.49
 19/03/25 18:30:40	7846.466	9	----	----	1.19	157	---------	24276.9	318.2	24595.1	119575.1	4	28.2	0.49
 19/03/25 18:30:41	7846.469	9	----	----	1.2	158	---------	24276.9	318.2	24595.1	119575.1	4	28.2	0.49
 19/03/25 18:30:42	7846.471	9	----	----	1.2	159	---------	24276.9	318.2	24595.1	119575.1	4	28.3	0.49
 19/03/25 18:30:43	7846.474	9	----	----	1.2	160	---------	24276.9	318.2	24595.1	119575.1	4	28.3	0.48
 19/03/25 18:30:44	7846.476	9	----	----	1.2	161	---------	24276.9	318.2	24595.1	119575.1	4	28.3	0.49
 19/03/25 18:30:45	7846.479	9	----	----	1.21	162	---------	24276.9	318.2	24595.1	119575.1	4	28.3	0.49
 19/03/25 18:30:46	7846.482	9	----	----	1.21	163	---------	24277	318.2	24595.2	119575.2	4	28.3	0.48
 19/03/25 18:30:47	7846.484	9	----	----	1.21	164	---------	24277	318.2	24595.2	119575.2	4	28.3	0.49
 19/03/25 18:30:48	7846.487	9	----	----	1.21	165	---------	24277	318.2	24595.2	119575.2	4	28.2	0.49
 19/03/25 18:30:49	7846.489	9	----	----	1.22	166	---------	24277	318.2	24595.2	119575.2	4	28.2	0.49
 19/03/25 18:30:50	7846.492	9	----	----	1.22	167	---------	24277	318.2	24595.2	119575.2	4	28.2	0.48
 19/03/25 18:30:51	7846.495	9	----	----	1.22	168	---------	24277	318.2	24595.2	119575.2	4	28.2	0.48
 19/03/25 18:30:52	7846.497	8	----	----	1.22	169	---------	24277	318.2	24595.2	119575.2	4	28.1	0.48
 19/03/25 18:30:53	7846.499	8	----	----	1.23	170	---------	24277.1	318.2	24595.3	119575.3	5	28.1	0.52
 19/03/25 18:30:54	7846.501	7	----	----	1.23	171	---------	24277.1	318.2	24595.3	119575.3	5	28.1	0.5
 19/03/25 18:30:55	7846.504	7	----	----	1.23	172	---------	24277.1	318.2	24595.3	119575.3	5	28.2	0.5
 19/03/25 18:30:56	7846.505	6	----	----	1.23	173	---------	24277.1	318.2	24595.3	119575.3	5	28.3	0.52
 19/03/25 18:30:57	7846.507	6	----	----	----	----	---------	24277.2	318.2	24595.4	119575.4	9	28.1	0.61
 19/03/25 18:30:58	7846.509	6	----	----	----	----	---------	24277.2	318.2	24595.4	119575.4	8	28.1	0.6
 19/03/25 18:30:59	7846.51	5	----	----	----	----	---------	24277.3	318.2	24595.5	119575.5	11	27.8	0.67
 19/03/25 18:31:00	7846.512	5	----	----	----	----	---------	24277.4	318.2	24595.6	119575.6	17	27.4	0.68
 19/03/25 18:31:01	7846.513	5	----	----	----	----	---------	24277.4	318.2	24595.6	119575.6	17	27.5	0.64
 19/03/25 18:31:02	7846.515	5	----	----	----	----	---------	24277.5	318.2	24595.7	119575.7	17	27.4	0.64
 19/03/25 18:31:03	7846.516	6	----	----	----	----	---------	24277.6	318.2	24595.8	119575.8	17	27.4	0.64
 19/03/25 18:31:04	7846.518	6	----	----	----	----	---------	24277.7	318.2	24595.9	119575.9	16	27.4	0.65
 19/03/25 18:31:05	7846.52	6	----	----	----	----	---------	24277.8	318.2	24596	119576	16	27.4	0.65
 19/03/25 18:31:06	7846.522	6	----	----	----	----	---------	24277.8	318.2	24596	119576	16	27.4	0.66
 19/03/25 18:31:07	7846.524	7	----	----	----	----	---------	24277.9	318.2	24596.1	119576.1	16	27.4	0.67
 19/03/25 18:31:08	7846.526	7	----	----	----	----	---------	24278	318.2	24596.2	119576.2	16	27.4	0.66
 19/03/25 18:31:09	7846.528	7	----	----	----	----	---------	24278.1	318.2	24596.3	119576.3	15	27.4	0.67
 19/03/25 18:31:10	7846.531	8	----	----	----	----	---------	24278.2	318.2	24596.4	119576.4	15	27.4	0.68
 19/03/25 18:31:11	7846.533	8	----	----	----	----	---------	24278.2	318.2	24596.4	119576.4	15	27.4	0.67
 19/03/25 18:31:12	7846.535	8	----	----	----	----	---------	24278.3	318.2	24596.5	119576.5	15	27.4	0.69
 19/03/25 18:31:13	7846.538	8	----	----	----	----	---------	24278.4	318.2	24596.6	119576.6	15	27.4	0.68
 19/03/25 18:31:14	7846.54	8	----	----	----	----	---------	24278.5	318.2	24596.7	119576.7	14	27.5	0.68
 19/03/25 18:31:15	7846.543	9	----	----	----	----	---------	24278.6	318.2	24596.8	119576.8	22	27.1	0.74
 19/03/25 18:31:16	7846.545	9	----	----	----	----	---------	24278.7	318.2	24596.9	119576.9	22	27.1	0.69
 19/03/25 18:31:17	7846.548	10	----	----	----	----	---------	24278.8	318.2	24597	119577	22	27.1	0.7
 19/03/25 18:31:18	7846.551	10	----	----	----	----	---------	24278.9	318.2	24597.1	119577.1	21	27.1	0.7
 19/03/25 18:31:19	7846.554	10	----	----	----	----	---------	24279	318.2	24597.2	119577.2	21	27.1	0.71
 19/03/25 18:31:20	7846.557	10	----	----	----	----	---------	24279.1	318.2	24597.3	119577.3	21	27.2	0.71
 19/03/25 18:31:21	7846.56	11	----	----	----	----	---------	24279.3	318.2	24597.5	119577.5	20	27.1	0.71
 19/03/25 18:31:22	7846.563	11	----	----	----	----	---------	24279.4	318.2	24597.6	119577.6	20	27.1	0.71
 19/03/25 18:31:23	7846.567	11	----	----	----	----	---------	24279.5	318.2	24597.7	119577.7	20	27.1	0.72
 19/03/25 18:31:24	7846.57	12	----	----	----	----	---------	24279.6	318.2	24597.8	119577.8	20	27.1	0.72
 19/03/25 18:31:25	7846.573	12	----	----	----	----	---------	24279.7	318.2	24597.9	119577.9	19	27.1	0.72
 19/03/25 18:31:26	7846.577	12	----	----	----	----	---------	24279.8	318.2	24598	119578	28	26.6	0.76
 19/03/25 18:31:27	7846.581	12	----	----	----	----	---------	24280	318.2	24598.2	119578.2	28	26.6	0.72
 19/03/25 18:31:28	7846.584	13	----	----	----	----	---------	24280.1	318.2	24598.3	119578.3	27	26.6	0.73
 19/03/25 18:31:29	7846.588	13	----	----	----	----	---------	24280.3	318.2	24598.5	119578.5	27	26.7	0.73
 19/03/25 18:31:30	7846.592	14	----	----	----	----	---------	24280.4	318.2	24598.6	119578.6	27	26.7	0.73
 19/03/25 18:31:31	7846.596	14	----	----	----	----	---------	24280.6	318.2	24598.8	119578.8	25	26.9	0.73
 19/03/25 18:31:32	7846.6	14	----	----	----	----	---------	24280.7	318.2	24598.9	119578.9	25	26.9	0.74
 19/03/25 18:31:33	7846.604	14	----	----	----	----	---------	24280.8	318.2	24599	119579	24	26.9	0.74
 19/03/25 18:31:34	7846.609	15	----	----	----	----	---------	24281	318.2	24599.2	119579.2	24	27	0.74
 19/03/25 18:31:35	7846.613	15	----	----	----	----	---------	24281.1	318.2	24599.3	119579.3	23	27.1	0.74
 19/03/25 18:31:36	7846.618	16	----	----	----	----	---------	24281.2	318.2	24599.4	119579.4	23	27.1	0.74
 19/03/25 18:31:37	7846.622	16	----	----	----	----	---------	24281.3	318.2	24599.5	119579.5	23	27.1	0.75
 19/03/25 18:31:38	7846.627	16	----	----	----	----	---------	24281.5	318.2	24599.7	119579.7	23	27.1	0.75
 19/03/25 18:31:39	7846.632	17	----	----	----	----	---------	24281.6	318.2	24599.8	119579.8	22	27.1	0.75
 19/03/25 18:31:40	7846.637	17	----	----	----	----	---------	24281.7	318.2	24599.9	119579.9	22	27	0.75
 19/03/25 18:31:41	7846.642	17	----	----	----	----	---------	24281.9	318.2	24600.1	119580.1	22	27.1	0.75
 19/03/25 18:31:42	7846.646	17	----	----	----	----	---------	24282	318.2	24600.2	119580.2	22	27.1	0.75
 19/03/25 18:31:43	7846.652	18	----	----	----	----	---------	24282.1	318.2	24600.3	119580.3	21	27.1	0.76
 19/03/25 18:31:44	7846.657	18	----	----	----	----	---------	24282.2	318.2	24600.4	119580.4	21	27.1	0.76
 19/03/25 18:31:45	7846.662	18	----	----	----	----	---------	24282.3	318.2	24600.5	119580.5	21	27.2	0.76
 19/03/25 18:31:46	7846.667	19	----	----	----	----	---------	24282.5	318.2	24600.7	119580.7	21	27.2	0.76
 19/03/25 18:31:47	7846.672	19	----	----	----	----	---------	24282.6	318.2	24600.8	119580.8	21	27.2	0.76
 19/03/25 18:31:48	7846.678	19	----	----	----	----	---------	24282.7	318.2	24600.9	119580.9	20	27.3	0.76
 19/03/25 18:31:49	7846.683	19	----	----	----	----	---------	24282.8	318.2	24601	119581	20	27.3	0.76
 19/03/25 18:31:50	7846.689	19	----	----	----	----	---------	24282.9	318.2	24601.1	119581.1	20	27.4	0.76
 19/03/25 18:31:51	7846.694	19	----	----	----	----	---------	24283	318.2	24601.2	119581.2	20	27.6	0.76
 19/03/25 18:31:52	7846.7	20	----	----	----	----	---------	24283.2	318.2	24601.4	119581.4	25	27.5	0.77
 19/03/25 18:31:53	7846.706	20	----	----	----	----	---------	24283.4	318.2	24601.6	119581.6	34	27.2	0.83
 19/03/25 18:31:54	7846.712	21	----	----	----	----	---------	24283.7	318.2	24601.9	119581.9	43	26.9	0.8
 19/03/25 18:31:55	7846.718	21	----	----	----	----	---------	24283.9	318.2	24602.1	119582.1	42	26.9	0.78
 19/03/25 18:31:56	7846.724	21	----	----	----	----	---------	24284.1	318.2	24602.3	119582.3	41	26.9	0.78
 19/03/25 18:31:57	7846.73	22	----	----	----	----	---------	24284.4	318.2	24602.6	119582.6	40	27	0.78
 19/03/25 18:31:58	7846.736	22	----	----	----	----	---------	24284.6	318.2	24602.8	119582.8	40	27	0.78
 19/03/25 18:31:59	7846.743	23	----	----	----	----	---------	24284.8	318.2	24603	119583	39	27.2	0.79
 19/03/25 18:32:00	7846.749	23	----	----	----	----	---------	24285.1	318.2	24603.3	119583.3	39	27.3	0.79
 19/03/25 18:32:01	7846.756	24	----	----	----	----	---------	24285.3	318.2	24603.5	119583.5	38	27.4	0.79
 19/03/25 18:32:02	7846.763	24	----	----	----	----	---------	24285.5	318.2	24603.7	119583.7	38	27.4	0.79
 19/03/25 18:32:03	7846.77	25	----	----	----	----	---------	24285.8	318.2	24604	119584	37	27.5	0.79
 19/03/25 18:32:04	7846.777	25	----	----	----	----	---------	24286	318.2	24604.2	119584.2	36	27.5	0.79
 19/03/25 18:32:05	7846.784	25	----	----	----	----	---------	24286.2	318.2	24604.4	119584.4	36	27.5	0.79
 19/03/25 18:32:06	7846.791	25	----	----	----	----	---------	24286.4	318.2	24604.6	119584.6	35	27.4	0.79
 19/03/25 18:32:07	7846.799	26	----	----	----	----	---------	24286.6	318.2	24604.8	119584.8	35	27.5	0.8
 19/03/25 18:32:08	7846.806	26	----	----	----	----	---------	24286.8	318.2	24605	119585	35	27.5	0.8
 19/03/25 18:32:09	7846.814	27	----	----	----	----	---------	24287	318.2	24605.2	119585.2	34	27.4	0.8
 19/03/25 18:32:10	7846.822	27	----	----	----	----	---------	24287.2	318.2	24605.4	119585.4	34	27.4	0.8
 19/03/25 18:32:11	7846.829	27	----	----	----	----	---------	24287.4	318.2	24605.6	119585.6	33	27.4	0.8
 19/03/25 18:32:12	7846.837	27	----	----	----	----	---------	24287.7	318.2	24605.9	119585.9	34	27.4	0.81
 19/03/25 18:32:13	7846.845	28	----	----	----	----	---------	24287.9	318.2	24606.1	119586.1	33	27.4	0.8
 19/03/25 18:32:14	7846.853	29	----	----	----	----	---------	24288.1	318.2	24606.3	119586.3	33	27.5	0.8
 19/03/25 18:32:15	7846.861	28	----	----	----	----	---------	24288.2	318.2	24606.4	119586.4	32	27.5	0.8
 19/03/25 18:32:16	7846.869	29	----	----	----	----	---------	24288.4	318.2	24606.6	119586.6	32	27.6	0.81
 19/03/25 18:32:17	7846.877	29	----	----	----	----	---------	24288.6	318.2	24606.8	119586.8	33	27.3	0.8
 19/03/25 18:32:18	7846.886	29	----	----	----	----	---------	24288.8	318.2	24607	119587	32	27.5	0.81
 19/03/25 18:32:19	7846.894	29	----	----	----	----	---------	24289	318.2	24607.2	119587.2	32	27.5	0.81
 19/03/25 18:32:20	7846.902	30	----	----	----	----	---------	24289.2	318.2	24607.4	119587.4	32	27.5	0.81
 19/03/25 18:32:21	7846.911	30	----	----	----	----	---------	24289.4	318.2	24607.6	119587.6	31	27.4	0.81
 19/03/25 18:32:22	7846.919	30	----	----	----	----	---------	24289.6	318.2	24607.8	119587.8	31	27.5	0.81
 19/03/25 18:32:23	7846.928	30	----	----	----	----	---------	24289.8	318.2	24608	119588	31	27.4	0.81
 19/03/25 18:32:24	7846.937	31	----	----	----	----	---------	24290	318.2	24608.2	119588.2	31	27.4	0.81
 19/03/25 18:32:25	7846.945	31	----	----	----	----	---------	24290.2	318.2	24608.4	119588.4	31	27.3	0.81
 19/03/25 18:32:26	7846.954	31	----	----	----	----	---------	24290.4	318.2	24608.6	119588.6	30	27.4	0.81
 19/03/25 18:32:27	7846.963	31	----	----	----	----	---------	24290.6	318.2	24608.8	119588.8	30	27.4	0.81
 19/03/25 18:32:28	7846.972	32	----	----	----	----	---------	24290.7	318.2	24608.9	119588.9	30	27.4	0.81
 19/03/25 18:32:29	7846.981	32	----	----	----	----	---------	24291	318.2	24609.2	119589.2	34	27.3	0.81
 19/03/25 18:32:30	7846.99	32	----	----	----	----	---------	24291.2	318.2	24609.4	119589.4	37	27.2	0.83
 19/03/25 18:32:31	7846.999	32	----	----	----	----	---------	24291.4	318.2	24609.6	119589.6	36	27.2	0.82
 19/03/25 18:32:32	7847.008	33	----	----	----	----	---------	24291.6	318.2	24609.8	119589.8	36	27.3	0.82
 19/03/25 18:32:33	7847.017	32	----	----	----	----	---------	24291.9	318.2	24610.1	119590.1	36	27.3	0.82
 19/03/25 18:32:34	7847.027	33	----	----	----	----	---------	24292.1	318.2	24610.3	119590.3	35	27.3	0.82
 19/03/25 18:32:35	7847.036	33	----	----	----	----	---------	24292.3	318.2	24610.5	119590.5	36	27.4	0.82
 19/03/25 18:32:36	7847.045	33	----	----	----	----	---------	24292.4	318.2	24610.6	119590.6	20	28.1	0.79
 19/03/25 18:32:37	7847.055	33	----	----	----	----	---------	24292.5	318.2	24610.7	119590.7	10	28.4	0.73
 19/03/25 18:32:38	7847.064	33	----	----	----	----	---------	24292.5	318.2	24610.7	119590.7	7	28.6	0.67
 19/03/25 18:32:39	7847.073	33	----	----	0	0	---------	24292.5	318.2	24610.7	119590.7	5	28.6	0.6
 19/03/25 18:32:40	7847.083	33	----	----	0.01	1	---------	24292.6	318.2	24610.8	119590.8	6	28.6	0.52
 19/03/25 18:32:41	7847.092	33	----	----	0.02	2	---------	24292.6	318.2	24610.8	119590.8	6	28.6	0.53
 19/03/25 18:32:42	7847.101	33	----	----	0.03	3	---------	24292.6	318.2	24610.8	119590.8	5	28.6	0.53
 19/03/25 18:32:43	7847.11	33	----	----	0.04	4	---------	24292.6	318.2	24610.8	119590.8	6	28.5	0.52
 19/03/25 18:32:44	7847.119	32	----	----	0.05	5	---------	24292.7	318.2	24610.9	119590.9	5	28.5	0.54
 19/03/25 18:32:45	7847.128	31	----	----	0.05	6	---------	24292.7	318.2	24610.9	119590.9	6	28.4	0.52
 19/03/25 18:32:46	7847.137	31	----	----	0.06	7	---------	24292.7	318.2	24610.9	119590.9	6	28.4	0.53
 19/03/25 18:32:47	7847.145	29	----	----	0.07	8	---------	24292.7	318.2	24610.9	119590.9	4	28.5	0.49
 19/03/25 18:32:48	7847.153	29	----	----	0.08	9	---------	24292.7	318.2	24610.9	119590.9	4	28.9	0.48
 19/03/25 18:32:49	7847.161	28	----	----	0.09	10	---------	24292.8	318.2	24611	119591	4	29	0.45
 19/03/25 18:32:50	7847.169	27	----	----	0.1	11	---------	24292.8	318.2	24611	119591	4	28.9	0.45
 19/03/25 18:32:51	7847.176	26	----	----	0.1	12	---------	24292.8	318.2	24611	119591	4	28.9	0.46
